"Date","Price","Open","High","Low","Vol.","Change %"
"10/19/2022","7,112.1","7,340.7","7,375.8","7,068.1","8.88M","-2.18%"
"10/18/2022","7,270.3","7,551.6","7,560.4","7,270.3","12.51M","-0.36%"
"10/17/2022","7,296.7","6,953.8","7,296.7","6,909.9","14.70M","4.93%"
"10/14/2022","6,953.8","6,945.1","6,953.8","6,804.4","11.22M","6.89%"
"10/13/2022","6,505.5","6,760.4","6,813.2","6,461.5","8.82M","-2.63%"
"10/12/2022","6,681.3","6,241.8","7,024.2","6,241.8","11.45M","0.53%"
"10/11/2022","6,646.2","7,120.9","7,120.9","6,646.2","7.74M","-6.90%"
"10/10/2022","7,138.5","6,681.3","7,252.7","6,584.6","9.67M","1.75%"
"10/07/2022","7,015.4","7,129.7","7,454.9","7,015.4","19.52M","-6.88%"
"10/06/2022","7,534.1","8,096.7","8,105.5","7,534.1","12.99M","-6.95%"
"10/05/2022","8,096.7","7,780.2","8,105.5","7,771.4","8.75M","6.72%"
"10/04/2022","7,586.8","8,219.8","8,219.8","7,586.8","10.33M","-5.37%"
"10/03/2022","8,017.6","8,571.4","8,597.8","8,017.6","6.74M","-6.94%"
"09/30/2022","8,615.4","8,131.9","8,615.4","7,727.5","10.35M","5.38%"
"09/29/2022","8,175.8","9,054.9","9,098.9","8,175.8","9.34M","-7.00%"
"09/28/2022","8,791.2","8,791.2","9,054.9","8,747.3","9.14M","-0.99%"
"09/27/2022","8,879.1","9,274.7","9,318.7","8,835.2","9.25M","-2.89%"
"09/26/2022","9,142.9","9,450.6","9,538.5","9,054.9","16.80M","-5.88%"
"09/23/2022","9,714.3","10,065.9","10,109.9","9,670.3","8.09M","-3.07%"
"09/22/2022","10,022.0","9,582.4","10,153.8","9,582.4","9.11M","2.24%"
"09/21/2022","9,802.2","10,065.9","10,109.9","9,714.3","4.99M","-3.04%"
"09/20/2022","10,109.9","9,934.1","10,109.9","9,230.8","10.98M","3.14%"
"09/19/2022","9,802.2","10,417.6","10,505.5","9,802.2","7.70M","-6.69%"
"09/16/2022","10,505.5","10,549.5","10,681.3","10,197.8","6.70M","-1.24%"
"09/15/2022","10,637.4","10,989.0","10,989.0","10,637.4","4.42M","-2.02%"
"09/14/2022","10,857.1","10,197.8","10,901.1","10,197.8","7.09M","2.92%"
"09/13/2022","10,549.5","10,725.3","10,725.3","10,417.6","4.62M","-0.83%"
"09/12/2022","10,637.4","10,989.0","11,033.0","10,593.4","3.29M","-1.63%"
"09/09/2022","10,813.2","10,725.3","10,813.2","10,065.9","6.65M","2.50%"
"09/08/2022","10,549.5","10,901.1","10,945.1","10,505.5","9.70M","-1.64%"
"09/07/2022","10,725.3","11,472.5","11,604.4","10,681.3","12.52M","-6.51%"
"09/06/2022","11,472.5","11,956.0","12,000.0","11,472.5","9.70M","-2.61%"
"09/05/2022","11,780.2","11,956.0","12,131.9","11,780.2","4.98M","-1.47%"
"08/31/2022","11,956.0","11,604.4","12,000.0","11,516.5","7.99M","1.49%"
"08/30/2022","11,780.2","12,351.6","12,395.6","11,780.2","7.26M","-2.90%"
"08/29/2022","12,131.9","12,000.0","12,131.9","11,560.4","16.13M","-2.13%"
"08/26/2022","12,395.6","12,747.3","12,879.1","12,395.6","9.37M","-0.36%"
"08/25/2022","12,440.4","12,398.9","12,689.2","12,357.5","11.58M","0.33%"
"08/24/2022","12,398.9","12,481.9","12,606.3","12,316.0","11.26M","-0.33%"
"08/23/2022","12,440.4","12,191.6","12,440.4","11,859.8","13.09M","1.01%"
"08/22/2022","12,316.0","12,150.1","12,564.8","12,025.7","13.78M","1.37%"
"08/19/2022","12,150.1","11,942.8","12,398.9","11,942.8","13.72M","1.74%"
"08/18/2022","11,942.8","11,528.1","12,067.2","11,445.2","14.09M","2.86%"
"08/17/2022","11,611.0","11,611.0","11,859.8","11,486.6","11.07M","0.00%"
"08/16/2022","11,611.0","11,528.1","11,735.4","11,403.7","7.64M","0.72%"
"08/15/2022","11,528.1","11,694.0","11,859.8","11,486.6","13.39M","1.83%"
"08/12/2022","11,320.8","10,615.8","11,320.8","10,615.8","19.93M","6.64%"
"08/11/2022","10,615.8","11,279.3","11,403.7","10,491.4","16.12M","-3.76%"
"08/10/2022","11,030.5","10,864.6","11,279.3","10,781.7","10.29M","0.00%"
"08/09/2022","11,030.5","10,823.1","11,071.9","10,698.7","10.25M","0.76%"
"08/08/2022","10,947.5","10,781.7","11,196.3","10,698.7","16.09M","3.12%"
"08/05/2022","10,615.8","9,869.4","10,615.8","9,869.4","14.62M","6.67%"
"08/04/2022","9,952.3","10,242.6","10,242.6","9,827.9","10.73M","0.42%"
"08/03/2022","9,910.8","9,620.6","9,952.3","9,579.1","9.06M","1.70%"
"08/02/2022","9,745.0","9,827.9","10,035.2","9,662.0","10.19M","-0.42%"
"08/01/2022","9,786.4","9,288.8","9,827.9","9,205.9","13.96M","6.31%"
"07/29/2022","9,205.9","9,205.9","9,371.8","9,123.0","7.57M","0.00%"
"07/28/2022","9,205.9","9,081.5","9,330.3","8,957.1","9.63M","3.74%"
"07/27/2022","8,874.1","8,583.9","8,915.6","8,583.9","4.84M","1.42%"
"07/26/2022","8,749.7","8,832.7","8,874.1","8,708.3","3.39M","-0.94%"
"07/25/2022","8,832.7","8,832.7","9,040.0","8,625.3","7.55M","-0.93%"
"07/22/2022","8,915.6","9,123.0","9,164.4","8,832.7","6.41M","-1.83%"
"07/21/2022","9,081.5","9,205.9","9,288.8","8,998.5","5.75M","-2.23%"
"07/20/2022","9,288.8","9,040.0","9,371.8","8,957.1","9.14M","4.67%"
"07/19/2022","8,874.1","8,957.1","9,040.0","8,666.8","7.09M","0.00%"
"07/18/2022","8,874.1","8,717.1","9,031.2","8,677.8","8.51M","3.20%"
"07/15/2022","8,599.3","8,677.8","8,874.1","8,599.3","8.75M","-1.35%"
"07/14/2022","8,717.1","8,206.6","8,795.6","8,167.4","10.97M","5.21%"
"07/13/2022","8,285.2","8,285.2","8,442.2","8,167.4","7.13M","0.96%"
"07/12/2022","8,206.6","8,010.3","8,206.6","7,892.5","6.25M","3.46%"
"07/11/2022","7,931.8","8,206.6","8,363.7","7,814.0","8.55M","-3.81%"
"07/08/2022","8,245.9","8,088.8","8,324.4","7,931.8","7.91M","4.48%"
"07/07/2022","7,892.5","7,845.4","8,049.6","7,774.7","5.74M","0.80%"
"07/06/2022","7,829.7","7,806.1","8,128.1","7,735.4","8.12M","-2.25%"
"07/05/2022","8,010.3","7,931.8","8,245.9","7,696.2","9.65M","0.99%"
"07/04/2022","7,931.8","7,774.7","8,010.3","7,696.2","8.80M","5.54%"
"07/01/2022","7,515.5","7,067.9","7,515.5","7,028.6","9.34M","6.93%"
"06/30/2022","7,028.6","7,601.9","7,735.4","7,028.6","6.40M","-6.87%"
"06/29/2022","7,547.0","7,421.3","7,688.3","7,421.3","5.77M","0.00%"
"06/28/2022","7,547.0","7,656.9","7,829.7","7,507.7","6.07M","-1.44%"
"06/27/2022","7,656.9","7,209.3","7,656.9","7,154.3","5.40M","6.91%"
"06/24/2022","7,162.1","7,146.4","7,295.6","7,091.5","4.70M","0.22%"
"06/23/2022","7,146.4","6,950.1","7,264.2","6,832.3","5.87M","5.20%"
"06/22/2022","6,793.0","6,675.2","6,793.0","6,588.9","7.26M","6.92%"
"06/21/2022","6,353.3","6,141.2","6,895.1","6,054.8","6.98M","-2.18%"
"06/20/2022","6,494.6","6,910.8","7,193.6","6,494.6","8.03M","-6.97%"
"06/17/2022","6,981.5","7,067.9","7,342.8","6,981.5","14.05M","-6.91%"
"06/16/2022","7,499.8","8,245.9","8,324.4","7,492.0","9.55M","-6.83%"
"06/15/2022","8,049.6","8,834.9","8,834.9","8,049.6","10.17M","-6.82%"
"06/14/2022","8,638.6","8,795.6","9,070.5","8,520.8","6.46M","-4.35%"
"06/13/2022","9,031.2","9,188.3","9,502.4","9,031.2","10.48M","-6.88%"
"06/10/2022","9,698.7","9,659.5","10,052.1","9,541.7","10.45M","-1.20%"
"06/09/2022","9,816.5","9,895.1","9,973.6","9,777.3","6.04M","0.40%"
"06/08/2022","9,777.3","9,423.9","9,895.1","9,384.6","7.58M","5.51%"
"06/07/2022","9,266.8","9,423.9","9,502.4","8,952.7","9.11M","-2.48%"
"06/06/2022","9,502.4","9,855.8","10,012.9","9,502.4","9.12M","-3.59%"
"06/03/2022","9,855.8","9,895.1","10,130.7","9,580.9","8.11M","-1.18%"
"06/02/2022","9,973.6","10,169.9","10,366.3","9,895.1","10.60M","-1.93%"
"06/01/2022","10,169.9","10,287.7","10,405.5","9,934.3","7.52M","-1.15%"
"05/31/2022","10,287.7","10,209.2","10,366.3","10,012.9","9.26M","0.00%"
"05/30/2022","10,287.7","10,209.2","10,523.3","10,130.7","9.06M","0.38%"
"05/27/2022","10,248.5","10,209.2","10,366.3","10,052.1","8.06M","0.38%"
"05/26/2022","10,209.2","10,209.2","10,601.9","10,052.1","12.39M","1.56%"
"05/25/2022","10,052.1","9,502.4","10,052.1","9,502.4","11.65M","6.67%"
"05/24/2022","9,423.9","9,345.3","9,463.1","8,795.6","9.82M","0.42%"
"05/23/2022","9,384.6","10,012.9","10,091.4","9,306.1","10.58M","-5.91%"
"05/20/2022","9,973.6","10,130.7","10,366.3","9,816.5","8.46M","0.40%"
"05/19/2022","9,934.3","9,423.9","10,169.9","9,423.9","11.73M","0.80%"
"05/18/2022","9,855.8","9,659.5","9,855.8","9,502.4","6.34M","6.81%"
"05/17/2022","9,227.5","8,481.5","9,227.5","8,481.5","4.08M","6.82%"
"05/16/2022","8,638.6","8,874.1","9,109.7","8,638.6","6.00M","1.38%"
"05/13/2022","8,520.8","9,031.2","9,266.8","8,520.8","7.05M","-6.87%"
"05/12/2022","9,149.0","9,738.0","9,934.3","9,149.0","4.08M","-6.80%"
"05/11/2022","9,816.5","9,973.6","10,052.1","9,423.9","2.93M","0.00%"
"05/10/2022","9,816.5","9,502.4","10,209.2","9,502.4","7.64M","-3.85%"
"05/09/2022","10,209.2","10,601.9","10,601.9","10,209.2","5.11M","-6.81%"
"05/06/2022","10,955.3","11,112.3","11,544.2","10,955.3","5.34M","-7.00%"
"05/05/2022","11,779.8","12,015.4","12,172.5","11,701.3","3.46M","-0.33%"
"05/04/2022","11,819.1","11,936.9","12,172.5","11,779.8","3.02M","-2.90%"
"04/29/2022","12,172.5","11,779.8","12,329.6","11,544.2","5.12M","2.99%"
"04/28/2022","11,819.1","11,858.4","12,172.5","11,779.8","3.55M","-0.99%"
"04/27/2022","11,936.9","11,936.9","12,172.5","11,662.0","2.49M","0.66%"
"04/26/2022","11,858.4","10,837.5","11,858.4","10,601.9","5.35M","5.97%"
"04/25/2022","11,190.8","12,172.5","12,368.8","11,190.8","3.93M","-6.86%"
"04/22/2022","12,015.4","12,408.1","12,761.5","11,779.8","3.82M","-1.29%"
"04/21/2022","12,172.5","11,622.8","12,840.0","11,622.8","8.96M","-2.52%"
"04/20/2022","12,486.6","12,957.8","13,272.0","12,408.1","3.93M","-3.64%"
"04/19/2022","12,957.8","13,703.9","14,057.3","12,800.8","4.69M","-5.71%"
"04/18/2022","13,743.1","14,292.9","14,607.0","13,743.1","6.52M","-6.92%"
"04/15/2022","14,764.1","15,510.1","15,706.5","14,764.1","6.32M","-6.93%"
"04/14/2022","15,863.5","16,963.0","16,963.0","15,863.5","4.35M","-6.05%"
"04/13/2022","16,884.4","16,020.6","17,041.5","15,392.3","4.87M","4.12%"
"04/12/2022","16,216.9","16,020.6","16,452.5","15,196.0","6.80M","1.23%"
"04/08/2022","16,020.6","17,120.0","17,198.6","16,020.6","14.61M","-6.85%"
"04/07/2022","17,198.6","17,748.3","18,023.2","16,963.0","10.66M","-3.10%"
"04/06/2022","17,748.3","18,023.2","18,455.1","17,473.4","17.89M","-5.44%"
"04/05/2022","18,769.2","18,926.3","19,593.8","18,690.7","8.04M","-2.05%"
"04/04/2022","19,161.9","18,376.6","19,318.9","18,219.5","14.48M","6.09%"
"04/01/2022","18,062.4","17,905.4","18,062.4","17,630.5","3.54M","2.00%"
"03/31/2022","17,709.0","17,826.8","18,298.0","17,669.8","3.61M","0.22%"
"03/30/2022","17,669.8","17,983.9","18,337.3","17,434.2","4.65M","-3.23%"
"03/29/2022","18,258.8","17,826.8","18,455.1","17,709.0","4.83M","4.73%"
"03/28/2022","17,434.2","18,101.7","18,258.8","17,394.9","11.19M","-5.53%"
"03/25/2022","18,455.1","18,769.2","18,808.5","18,455.1","6.80M","-1.88%"
"03/24/2022","18,808.5","18,965.5","19,279.7","18,808.5","6.56M","-0.21%"
"03/23/2022","18,847.7","18,337.3","19,004.8","18,101.7","15.45M","3.45%"
"03/22/2022","18,219.5","18,141.0","18,376.6","17,983.9","10.60M","0.87%"
"03/21/2022","18,062.4","18,101.7","18,298.0","18,023.2","7.60M","0.88%"
"03/18/2022","17,905.4","17,434.2","18,180.2","17,198.6","7.81M","3.87%"
"03/17/2022","17,237.8","17,512.7","17,512.7","17,198.6","2.23M","-0.45%"
"03/16/2022","17,316.4","17,512.7","17,591.2","17,237.8","1.83M","0.23%"
"03/15/2022","17,277.1","17,080.8","17,512.7","17,080.8","2.53M","0.92%"
"03/14/2022","17,120.0","17,512.7","17,512.7","16,963.0","3.53M","-2.68%"
"03/11/2022","17,591.2","17,905.4","17,983.9","17,355.6","3.94M","-2.18%"
"03/10/2022","17,983.9","18,337.3","18,455.1","17,983.9","3.17M","0.22%"
"03/09/2022","17,944.6","18,062.4","18,298.0","17,669.8","4.33M","0.22%"
"03/08/2022","17,905.4","17,826.8","18,533.6","17,826.8","6.39M","-1.08%"
"03/07/2022","18,101.7","17,983.9","18,337.3","17,787.6","4.75M","0.66%"
"03/04/2022","17,983.9","17,866.1","18,298.0","17,866.1","3.79M","1.55%"
"03/03/2022","17,709.0","17,669.8","17,787.6","17,355.6","3.63M","1.58%"
"03/02/2022","17,434.2","17,669.8","17,787.6","17,316.4","3.71M","-1.99%"
"03/01/2022","17,787.6","17,905.4","18,023.2","17,709.0","4.22M","-1.09%"
"02/28/2022","17,983.9","17,983.9","18,219.5","17,866.1","4.10M","-1.72%"
"02/25/2022","18,298.0","18,062.4","18,572.9","17,709.0","6.55M","1.97%"
"02/24/2022","17,944.6","18,062.4","18,062.4","17,041.5","12.18M","6.40%"
"02/23/2022","16,864.8","17,015.6","17,015.6","16,593.3","18.15M","0.54%"
"02/22/2022","16,774.3","17,377.7","17,468.2","16,774.3","8.52M","-4.79%"
"02/21/2022","17,619.0","17,257.0","17,739.7","17,196.7","10.17M","2.46%"
"02/18/2022","17,196.7","16,834.6","17,377.7","16,683.8","6.20M","1.06%"
"02/17/2022","17,015.6","17,468.2","17,468.2","16,895.0","4.11M","-1.57%"
"02/16/2022","17,287.2","17,226.8","17,407.9","17,106.2","2.71M","1.42%"
"02/15/2022","17,045.8","17,015.6","17,498.4","16,653.6","3.08M","-0.53%"
"02/14/2022","17,136.3","17,076.0","17,800.1","16,774.3","7.21M","0.18%"
"02/11/2022","17,106.2","16,683.8","17,438.0","16,683.8","4.74M","3.28%"
"02/10/2022","16,563.1","16,412.3","16,895.0","16,261.4","3.95M","0.92%"
"02/09/2022","16,412.3","16,110.6","16,683.8","16,020.1","3.99M","2.26%"
"02/08/2022","16,050.2","16,231.2","16,291.6","15,567.5","2.83M","-1.85%"
"02/07/2022","16,351.9","15,989.9","16,442.4","15,748.5","3.53M","5.04%"
"01/28/2022","15,567.5","15,205.5","15,597.7","15,084.8","3.53M","3.61%"
"01/27/2022","15,024.5","14,541.7","15,054.6","13,998.7","3.69M","3.32%"
"01/26/2022","14,541.7","14,903.8","15,265.8","14,541.7","4.56M","-2.03%"
"01/25/2022","14,843.4","14,119.4","15,084.8","14,119.4","6.47M","-1.40%"
"01/24/2022","15,054.6","15,748.5","15,869.2","15,054.6","6.73M","-6.90%"
"01/21/2022","16,170.9","16,774.3","16,864.8","16,170.9","5.05M","-2.90%"
"01/20/2022","16,653.6","16,110.6","16,774.3","16,050.2","4.53M","3.18%"
"01/19/2022","16,140.7","16,291.6","16,653.6","15,869.2","6.16M","0.56%"
"01/18/2022","16,050.2","16,291.6","16,774.3","16,050.2","11.81M","-6.99%"
"01/17/2022","17,257.0","18,584.5","18,856.0","17,257.0","14.17M","-6.99%"
"01/14/2022","18,554.3","17,981.1","19,006.8","17,860.4","6.41M","0.82%"
"01/13/2022","18,403.4","19,308.5","19,549.9","18,282.8","9.08M","-4.69%"
"01/12/2022","19,308.5","19,308.5","19,911.9","18,222.4","13.02M","-0.47%"
"01/11/2022","19,399.0","20,394.6","20,394.6","19,308.5","8.07M","-2.58%"
"01/10/2022","19,911.9","21,088.5","21,480.7","19,911.9","11.78M","-4.62%"
"01/07/2022","20,877.4","19,670.6","21,118.7","19,670.6","15.31M","5.49%"
"01/06/2022","19,791.2","19,911.9","20,062.8","19,549.9","8.99M","-1.21%"
"01/05/2022","20,032.6","20,153.3","20,485.1","19,942.1","9.99M","-0.30%"
"01/04/2022","20,092.9","20,213.6","20,515.3","19,821.4","8.78M","0.91%"
"12/31/2021","19,911.9","20,274.0","20,817.0","19,911.9","9.26M","-0.30%"
"12/30/2021","19,972.3","18,825.8","19,972.3","18,765.5","13.76M","6.95%"
"12/29/2021","18,675.0","18,675.0","19,067.2","18,403.4","5.27M","0.00%"
"12/28/2021","18,675.0","19,067.2","19,067.2","18,584.5","6.36M","-1.43%"
"12/27/2021","18,946.5","19,459.4","19,459.4","18,524.1","4.30M","3.97%"
"12/24/2021","18,222.4","17,981.1","18,403.4","17,800.1","6.63M","2.03%"
"12/23/2021","17,860.4","18,765.5","18,946.5","17,528.5","13.86M","-4.82%"
"12/22/2021","18,765.5","19,549.9","19,821.4","18,705.1","11.55M","-4.01%"
"12/21/2021","19,549.9","19,429.2","19,851.6","19,399.0","6.67M","-0.61%"
"12/20/2021","19,670.6","19,791.2","20,183.5","19,308.5","8.86M","0.62%"
"12/17/2021","19,549.9","19,067.2","19,549.9","19,067.2","9.02M","2.69%"
"12/16/2021","19,037.0","19,670.6","19,670.6","18,886.2","8.39M","-1.41%"
"12/15/2021","19,308.5","19,911.9","20,062.8","19,308.5","8.24M","-3.61%"
"12/14/2021","20,032.6","19,791.2","20,485.1","19,489.6","11.56M","1.84%"
"12/13/2021","19,670.6","19,399.0","19,851.6","19,127.5","7.09M","1.72%"
"12/10/2021","19,338.7","19,308.5","19,791.2","19,157.7","10.75M","1.10%"
"12/09/2021","19,127.5","17,860.4","19,127.5","17,649.2","9.22M","5.67%"
"12/08/2021","18,101.8","19,067.2","19,127.5","18,101.8","8.31M","-4.46%"
"12/07/2021","18,946.5","18,856.0","19,429.2","17,860.4","18.90M","0.48%"
"12/06/2021","18,856.0","19,670.6","20,092.9","18,856.0","16.80M","-6.86%"
"12/03/2021","20,243.8","21,782.4","22,023.8","20,243.8","31.35M","-6.93%"
"12/02/2021","21,752.3","22,084.1","22,204.8","21,601.4","14.78M","-1.50%"
"12/01/2021","22,084.1","21,842.8","22,566.9","21,842.8","12.08M","0.14%"
"11/30/2021","22,054.0","22,084.1","22,687.5","21,631.6","15.61M","1.95%"
"11/29/2021","21,631.6","19,851.6","21,631.6","19,730.9","29.07M","6.86%"
"11/26/2021","20,243.8","20,515.3","20,877.4","19,972.3","18.76M","0.15%"
"11/25/2021","20,213.6","19,187.9","20,515.3","18,886.2","38.78M","1.52%"
"11/24/2021","19,911.9","20,817.0","20,937.7","19,911.9","11.99M","0.00%"
"11/23/2021","19,911.9","19,067.2","20,092.9","18,101.8","14.72M","3.13%"
"11/22/2021","19,308.5","20,545.5","21,360.1","19,308.5","15.97M","-5.60%"
"11/19/2021","20,455.0","20,515.3","20,907.5","18,403.4","18.53M","4.63%"
"11/18/2021","19,549.9","18,705.1","19,549.9","18,403.4","12.81M","6.93%"
"11/17/2021","18,282.8","18,222.4","18,825.8","17,800.1","9.31M","0.33%"
"11/16/2021","18,222.4","18,614.6","18,614.6","17,800.1","7.65M","-2.27%"
"11/15/2021","18,644.8","18,101.8","18,675.0","17,498.4","11.23M","6.74%"
"11/12/2021","17,468.2","17,860.4","17,920.7","16,955.3","11.21M","-2.20%"
"11/11/2021","17,860.4","17,800.1","18,463.8","16,925.1","14.07M","-0.84%"
"11/10/2021","18,011.2","18,101.8","18,101.8","17,558.7","5.94M","2.58%"
"11/09/2021","17,558.7","17,196.7","17,679.4","16,895.0","13.56M","4.11%"
"11/08/2021","16,864.8","15,989.9","16,864.8","15,869.2","11.96M","6.88%"
"11/05/2021","15,778.7","15,989.9","16,140.7","15,477.0","9.51M","1.95%"
"11/04/2021","15,477.0","14,602.1","15,477.0","14,481.4","10.90M","6.88%"
"11/03/2021","14,481.4","15,386.5","15,477.0","14,481.4","15.99M","-3.81%"
"11/02/2021","15,054.6","14,602.1","15,205.5","14,481.4","10.07M","5.05%"
"11/01/2021","14,330.6","13,757.3","14,330.6","13,606.5","10.73M","6.98%"
"10/29/2021","13,395.3","13,214.3","13,455.6","12,972.9","10.72M","3.74%"
"10/28/2021","12,912.6","12,671.2","13,093.6","12,641.1","8.45M","2.39%"
"10/27/2021","12,610.9","12,550.5","12,641.1","12,369.5","6.22M","0.72%"
"10/26/2021","12,520.4","12,399.7","12,701.4","12,128.2","4.75M","-0.24%"
"10/25/2021","12,550.5","13,033.3","13,033.3","12,550.5","6.12M","-1.89%"
"10/22/2021","12,791.9","12,550.5","12,942.8","12,550.5","8.36M","2.91%"
"10/21/2021","12,429.9","12,309.2","12,550.5","12,098.0","5.68M","0.98%"
"10/20/2021","12,309.2","12,399.7","12,641.1","11,947.2","8.18M","-0.73%"
"10/19/2021","12,399.7","12,429.9","12,822.1","12,218.7","9.31M","2.75%"
"10/18/2021","12,067.8","11,343.8","12,067.8","11,343.8","14.18M","6.95%"
"10/15/2021","11,283.4","11,404.1","11,434.3","11,223.1","3.82M","-0.53%"
"10/14/2021","11,343.8","11,223.1","11,434.3","11,223.1","3.28M","0.54%"
"10/13/2021","11,283.4","11,464.4","11,585.1","11,253.3","3.46M","-1.06%"
"10/12/2021","11,404.1","11,011.9","11,645.5","11,011.9","8.56M","3.56%"
"10/11/2021","11,011.9","10,861.1","11,011.9","10,830.9","4.34M","1.67%"
"10/08/2021","10,830.9","10,981.7","11,011.9","10,830.9","4.39M","-0.83%"
"10/07/2021","10,921.4","10,891.2","11,042.1","10,830.9","3.46M","0.28%"
"10/06/2021","10,891.2","11,102.4","11,192.9","10,891.2","2.54M","-1.63%"
"10/05/2021","11,072.2","10,740.4","11,162.7","10,619.7","4.49M","4.56%"
"10/04/2021","10,589.5","10,680.0","10,740.4","10,468.8","3.34M","-0.57%"
"10/01/2021","10,649.9","10,619.7","10,800.7","10,619.7","2.45M","-1.40%"
"09/30/2021","10,800.7","10,740.4","10,921.4","10,740.4","1.59M","1.13%"
"09/29/2021","10,680.0","10,861.1","10,861.1","10,589.5","2.13M","-1.67%"
"09/28/2021","10,861.1","10,619.7","10,951.6","10,499.0","3.29M","0.56%"
"09/27/2021","10,800.7","11,253.3","11,404.1","10,800.7","4.12M","-4.02%"
"09/24/2021","11,253.3","11,313.6","11,524.8","11,253.3","2.60M","-0.53%"
"09/23/2021","11,313.6","11,343.8","11,705.8","11,162.7","5.35M","0.54%"
"09/22/2021","11,253.3","11,223.1","11,343.8","11,072.2","3.47M","0.27%"
"09/21/2021","11,223.1","11,223.1","11,404.1","11,072.2","4.41M","-2.10%"
"09/20/2021","11,464.4","11,856.6","11,947.2","11,404.1","4.71M","-2.31%"
"09/17/2021","11,736.0","11,736.0","11,947.2","11,555.0","5.04M","3.18%"
"09/16/2021","11,373.9","11,404.1","11,524.8","11,253.3","2.51M","0.27%"
"09/15/2021","11,343.8","10,861.1","11,404.1","10,861.1","5.12M","2.17%"
"09/14/2021","11,102.4","11,253.3","11,313.6","11,042.1","5.72M","-3.16%"
"09/13/2021","11,464.4","11,766.1","11,796.3","11,434.3","4.76M","-3.06%"
"09/10/2021","11,826.5","11,856.6","11,917.0","11,766.1","4.39M","0.00%"
"09/09/2021","11,826.5","12,490.2","12,520.4","11,494.6","18.10M","0.51%"
"09/08/2021","11,766.1","11,766.1","11,766.1","11,766.1","2.30M","6.85%"
"09/07/2021","11,011.9","11,011.9","11,011.9","11,011.9","959.80K","6.77%"
"09/06/2021","10,313.8","10,429.5","10,776.5","10,313.8","25.24M","-0.93%"
"09/01/2021","10,410.2","10,448.7","10,545.1","10,371.6","16.31M","-1.82%"
"08/31/2021","10,603.0","11,065.6","11,065.6","10,603.0","14.94M","-4.18%"
"08/30/2021","11,065.6","11,258.4","11,297.0","11,027.1","10.41M","2.13%"
"08/27/2021","10,834.3","10,140.3","10,834.3","9,889.7","15.38M","6.84%"
"08/26/2021","10,140.3","10,641.5","11,027.1","10,140.3","10.32M","-4.71%"
"08/25/2021","10,641.5","10,988.5","10,988.5","10,333.1","12.20M","-3.67%"
"08/24/2021","11,046.4","11,913.9","12,145.2","11,046.4","25.91M","-6.98%"
"08/23/2021","11,875.3","11,374.1","12,029.5","11,374.1","18.35M","4.41%"
"08/20/2021","11,374.1","11,566.9","11,586.1","10,834.3","33.65M","4.98%"
"08/19/2021","10,834.3","10,275.2","10,834.3","10,255.9","15.02M","6.84%"
"08/18/2021","10,140.3","9,369.2","10,140.3","9,292.0","19.22M","6.91%"
"08/17/2021","9,484.8","9,639.0","9,677.6","9,369.2","12.84M","2.29%"
"08/16/2021","9,272.8","8,945.0","9,272.8","8,887.2","13.93M","6.89%"
"08/13/2021","8,675.1","8,752.3","8,752.3","8,520.9","8.07M","-0.88%"
"08/12/2021","8,752.3","8,733.0","8,867.9","8,713.7","7.50M","-1.52%"
"08/11/2021","8,887.2","9,060.7","9,060.7","8,887.2","6.92M","-1.91%"
"08/10/2021","9,060.7","9,099.3","9,137.8","8,906.5","7.87M","-0.21%"
"08/09/2021","9,080.0","8,829.4","9,176.4","8,810.1","5.90M","1.51%"
"08/06/2021","8,945.0","8,867.9","9,214.9","8,867.9","8.25M","1.98%"
"08/05/2021","8,771.5","8,482.4","8,771.5","8,424.5","8.95M","2.71%"
"08/04/2021","8,540.2","8,482.4","8,655.9","8,405.3","7.38M","1.60%"
"08/03/2021","8,405.3","8,405.3","8,482.4","8,289.6","5.48M","-0.46%"
"08/02/2021","8,443.8","8,559.5","8,578.8","8,366.7","5.20M","-1.35%"
"07/30/2021","8,559.5","8,405.3","8,752.3","8,308.9","6.54M","2.30%"
"07/29/2021","8,366.7","8,405.3","8,482.4","8,270.3","3.57M","0.00%"
"07/28/2021","8,366.7","8,366.7","8,482.4","8,289.6","7.53M","-1.81%"
"07/27/2021","8,520.9","8,675.1","8,771.5","8,443.8","6.46M","-1.78%"
"07/26/2021","8,675.1","8,328.1","8,752.3","8,193.2","6.65M","3.45%"
"07/23/2021","8,386.0","7,846.2","8,386.0","7,711.2","16.18M","6.88%"
"07/22/2021","7,846.2","7,865.5","7,923.3","7,595.6","6.24M","-0.25%"
"07/21/2021","7,865.5","8,096.8","8,096.8","7,749.8","4.96M","-0.73%"
"07/20/2021","7,923.3","7,595.6","7,981.1","7,402.8","12.66M","-0.24%"
"07/19/2021","7,942.6","7,981.1","8,212.5","7,942.6","7.83M","-6.79%"
"07/16/2021","8,520.9","8,598.0","8,675.1","8,424.5","4.95M","-0.90%"
"07/15/2021","8,598.0","8,386.0","8,675.1","8,328.1","4.83M","2.53%"
"07/14/2021","8,386.0","8,347.4","8,694.4","8,096.8","8.91M","1.64%"
"07/13/2021","8,251.0","8,636.6","8,694.4","8,019.7","11.74M","-4.25%"
"07/12/2021","8,617.3","8,906.5","9,041.4","8,617.3","7.64M","-6.88%"
"07/09/2021","9,253.5","9,639.0","9,831.8","9,214.9","10.02M","-6.25%"
